@1397848258473 | OLTP Data Parser: Initiated
@1397848279419 | Transaction 165: Verified => $2941.224423046069 from Citi:10 to Citi:4
@1397848279442 | Transaction 153: Verified => $968.545538831791 from ???????????? ????????:16 to Chase:41
@1397848279465 | Transaction 157: Verified => $1961.3265955922566 from Capitol One:15 to ???????????? ????????:65
@1397848279489 | Worker 115: committing Transaction 193
@1397848279512 | Transaction 193: Verifying
@1397848279536 | OLTP Data Parser: 1 transactions in queue
@1397848279559 | Transaction 174: Verifying
@1397848279583 | Transaction 173: Verifying
@1397848279607 | Transaction 165: Verifying
@1397848279630 | Transaction 121: Verified => $9945.36237496356 from ???????????? ????????:90 to Zion's Bank:13
@1397848279655 | Worker 114: committing Transaction 194
@1397848279678 | Transaction 194: Verifying
@1397848279701 | OLTP Data Parser: 1 transactions in queue
@1397848279725 | Transaction 170: Verified => $9429.112696343755 from MetLife:50 to Zion's Bank:41
@1397848279748 | Transaction 138: Verified => $7680.82007896774 from Citi:9 to Wells Fargo:47
@1397848279771 | Worker 113: committing Transaction 195
@1397848279795 | Transaction 195: Verifying
@1397848279818 | OLTP Data Parser: 1 transactions in queue
@1397848279841 | Transaction 170: Verifying
@1397848279865 | Transaction 172: Verified => $8860.342441574052 from Chase:19 to ???????????? ????????:12
@1397848279888 | Transaction 175: Verified => $1369.5908788838474 from Wells Fargo:27 to ???????????? ????????:48
@1397848279912 | Worker 38: committing Transaction 196
@1397848279935 | Transaction 196: Verifying
@1397848279959 | OLTP Data Parser: 1 transactions in queue
@1397848279983 | Transaction 175: Verifying
@1397848280007 | Transaction 172: Verifying
@1397848280031 | Worker 23: committing Transaction 197
@1397848280054 | Transaction 197: Verifying
@1397848280078 | OLTP Data Parser: 1 transactions in queue
@1397848280101 | Transaction 180: Verified => $6793.515071901247 from Zion's Bank:23 to Chase:39
@1397848280127 | Transaction 180: Verifying
@1397848280151 | Transaction 137: Error
@1397848280174 | Transaction 176: Verified => $8792.063427548928 from Zion's Bank:3 to Capitol One:12
@1397848280198 | Transaction 171: Verified => $3208.667778788142 from MetLife:19 to ???????????? ????????:71
@1397848280222 | Transaction 145: Verified => $7023.316335289671 from MetLife:31 to Chase:15
@1397848280246 | Worker 143: committing Transaction 198
@1397848280269 | Transaction 198: Verifying
@1397848280293 | OLTP Data Parser: 1 transactions in queue
@1397848280316 | Transaction 171: Verifying
@1397848280340 | Transaction 164: Verified => $5648.613444104575 from MetLife:21 to ???????????? ????????:79
@1397848280364 | Transaction 163: Verified => $2922.7888524738432 from Zion's Bank:14 to Chase:27
@1397848280388 | Worker 148: committing Transaction 199
@1397848280412 | Transaction 199: Verifying
@1397848280436 | OLTP Data Parser: 1 transactions in queue
@1397848280462 | Transaction 178: Verified => $5725.355320904892 from Wells Fargo:36 to Capitol One:19
@1397848280486 | Transaction 178: Verifying
@1397848280510 | Transaction 176: Verifying
@1397848280534 | Transaction 192: Verified => $2483.1375289430357 from Chase:20 to Zion's Bank:1
@1397848280558 | Worker 145: committing Transaction 200
@1397848280582 | Transaction 200: Verifying
@1397848280606 | OLTP Data Parser: 1 transactions in queue
@1397848280630 | Transaction 164: Verifying
@1397848280654 | Transaction 192: Verifying
@1397848280678 | Transaction 159: Verified => $3272.595089983087 from Wells Fargo:45 to MetLife:28
@1397848280702 | Transaction 158: Verified => $9668.188079809723 from ???????????? ????????:41 to Chase:16
@1397848280726 | Transaction 185: Verified => $4263.950975616692 from Chase:34 to ???????????? ????????:61
@1397848280750 | Transaction 181: Verified => $8554.513972222885 from Zion's Bank:24 to Zion's Bank:31
@1397848280775 | Transaction 169: Verified => $434.8769307840628 from Chase:28 to ???????????? ????????:27
@1397848280799 | Worker 7: committing Transaction 201
@1397848280823 | Transaction 201: Verifying
@1397848280848 | OLTP Data Parser: 1 transactions in queue
@1397848280872 | Transaction 169: Verifying
@1397848280896 | Transaction 154: Verified => $4526.056266179315 from Citi:20 to Capitol One:13
@1397848280920 | Transaction 185: Verifying
@1397848280944 | Transaction 181: Verifying
@1397848280968 | Transaction 177: Verified => $3187.7853264950872 from ???????????? ????????:60 to Capitol One:6
@1397848280993 | Worker 27: committing Transaction 202
@1397848281017 | Transaction 202: Verifying
@1397848281042 | OLTP Data Parser: 1 transactions in queue
@1397848281067 | Transaction 187: Verified => $1915.7974381656807 from Wells Fargo:35 to Wells Fargo:44
@1397848281091 | Transaction 187: Verifying
@1397848281119 | Transaction 177: Verifying
@1397848281145 | Worker 52: committing Transaction 203
@1397848281170 | Transaction 203: Verifying
@1397848281194 | OLTP Data Parser: 1 transactions in queue
@1397848281259 | OLTP Data Parser: 1 transactions in queue
@1397848281288 | Worker 147: committing Transaction 204
@1397848281313 | Transaction 204: Verifying
@1397848281337 | Transaction 188: Verified => $1384.985030490864 from ???????????? ????????:5 to ???????????? ????????:64
@1397848281362 | Transaction 183: Verified => $5597.295015843912 from Zion's Bank:16 to Zion's Bank:41
@1397848281386 | Worker 104: committing Transaction 205
@1397848281410 | Transaction 205: Verifying
@1397848281435 | OLTP Data Parser: 1 transactions in queue
@1397848281459 | Transaction 188: Verifying
@1397848281500 | OLTP Data Parser: 1 transactions in queue
@1397848281525 | Worker 4: committing Transaction 206
@1397848281549 | Transaction 206: Verifying
@1397848281574 | Transaction 167: Verified => $204.43583895581096 from Chase:27 to ???????????? ????????:27
@1397848281599 | Worker 138: committing Transaction 207
@1397848281624 | Transaction 207: Verifying
@1397848281648 | OLTP Data Parser: 1 transactions in queue
@1397848281713 | OLTP Data Parser: 1 transactions in queue
@1397848281738 | Worker 18: committing Transaction 208
@1397848281763 | Transaction 208: Verifying
@1397848281787 | Worker 65: committing Transaction 209
@1397848281812 | Transaction 209: Verifying
@1397848281836 | OLTP Data Parser: 1 transactions in queue
@1397848281861 | Transaction 175: Verified => $1369.5908788838474 from Wells Fargo:27 to ???????????? ????????:48
@1397848281886 | Transaction 165: Verified => $2941.224423046069 from Citi:10 to Citi:4
@1397848281910 | Transaction 191: Verified => $9300.20283799508 from ???????????? ????????:34 to Wells Fargo:7
@1397848281935 | Worker 54: committing Transaction 210
@1397848281959 | Transaction 210: Verifying
@1397848281984 | OLTP Data Parser: 1 transactions in queue
@1397848282008 | Transaction 179: Verified => $7528.417764987758 from ???????????? ????????:39 to Chase:16
@1397848282033 | Transaction 179: Verifying
@1397848282058 | Transaction 191: Verifying
@1397848282082 | Transaction 186: Verified => $6235.511588233658 from Chase:25 to Citi:17
@1397848282107 | Worker 28: committing Transaction 211
@1397848282132 | Transaction 211: Verifying
@1397848282156 | OLTP Data Parser: 1 transactions in queue
@1397848282181 | Transaction 202: Verified => $4938.932325674473 from Wells Fargo:2 to Wells Fargo:20
@1397848282205 | Transaction 202: Verifying
@1397848282231 | Transaction 166: Verified => $1358.4838821028345 from Capitol One:13 to ???????????? ????????:3
@1397848282261 | Transaction 156: Verified => $7438.605190957758 from Chase:23 to Capitol One:3
@1397848282286 | Transaction 162: Verified => $4938.190480059742 from Zion's Bank:40 to Zion's Bank:19
@1397848282310 | Transaction 174: Error
@1397848282335 | Worker 59: committing Transaction 212
@1397848282360 | Transaction 212: Verifying
@1397848282385 | OLTP Data Parser: 1 transactions in queue
@1397848282410 | Transaction 196: Verified => $8863.771425995474 from Capitol One:4 to ???????????? ????????:87
@1397848282435 | Transaction 196: Verifying
@1397848282460 | Transaction 186: Verifying
@1397848282486 | Worker 108: committing Transaction 213
@1397848282511 | Transaction 213: Verifying
@1397848282536 | OLTP Data Parser: 1 transactions in queue
@1397848282561 | Transaction 169: Verified => $434.8769307840628 from Chase:28 to ???????????? ????????:27
@1397848282586 | Transaction 180: Verified => $6793.515071901247 from Zion's Bank:23 to Chase:39
@1397848282612 | Worker 22: committing Transaction 214
@1397848282637 | Transaction 214: Verifying
@1397848282662 | OLTP Data Parser: 1 transactions in queue
@1397848282711 | Transaction 168: Verified => $7988.042814597009 from Citi:1 to Capitol One:11
@1397848282736 | Worker 26: committing Transaction 215
@1397848282761 | Transaction 215: Verifying
@1397848282786 | OLTP Data Parser: 1 transactions in queue
@1397848282811 | Transaction 148: Verified => $3981.3673636724334 from Zion's Bank:42 to ???????????? ????????:64
@1397848282837 | Transaction 198: Verified => $8456.278455814101 from MetLife:36 to Zion's Bank:13
@1397848282862 | Transaction 204: Verified => $2386.976272456163 from Citi:28 to Zion's Bank:6
@1397848282887 | Transaction 182: Verified => $7856.714604713782 from ???????????? ????????:46 to Citi:3
@1397848282912 | Transaction 160: Verified => $5524.017121313696 from Zion's Bank:36 to Wells Fargo:6
@1397848282937 | Transaction 151: Error
@1397848282962 | Transaction 190: Verified => $2933.234511042896 from Wells Fargo:13 to Citi:3
@1397848282987 | Worker 146: committing Transaction 216
@1397848283012 | Transaction 216: Verifying
@1397848283037 | OLTP Data Parser: 1 transactions in queue
@1397848283063 | Transaction 190: Verifying
@1397848283088 | Transaction 198: Verifying
@1397848283114 | Transaction 204: Verifying
@1397848283140 | Transaction 182: Verifying
@1397848283166 | Transaction 170: Verified => $9429.112696343755 from MetLife:50 to Zion's Bank:41
@1397848283191 | Transaction 176: Verified => $8792.063427548928 from Zion's Bank:3 to Capitol One:12
@1397848283216 | Worker 149: committing Transaction 217
@1397848283242 | Transaction 217: Verifying
@1397848283267 | OLTP Data Parser: 1 transactions in queue
@1397848283293 | Transaction 184: Verified => $7708.839473788273 from Chase:40 to Zion's Bank:8
@1397848283318 | Transaction 155: Verified => $7354.815132803982 from Capitol One:10 to ???????????? ????????:3
@1397848283344 | Worker 36: committing Transaction 218
@1397848283369 | Transaction 218: Verifying
@1397848283395 | OLTP Data Parser: 1 transactions in queue
@1397848283421 | Transaction 184: Verifying
@1397848283446 | Transaction 173: Verified => $2556.188296838272 from Wells Fargo:10 to Wells Fargo:9
@1397848283472 | Transaction 195: Verified => $1001.2117096185568 from MetLife:17 to ???????????? ????????:22
@1397848283497 | Worker 20: committing Transaction 219
@1397848283523 | Transaction 219: Verifying
@1397848283548 | OLTP Data Parser: 1 transactions in queue
@1397848283574 | Transaction 195: Verifying
@1397848283599 | Transaction 209: Verified => $5762.337346126847 from Capitol One:13 to MetLife:51
@1397848283629 | Worker 12: committing Transaction 220
@1397848283664 | Transaction 220: Verifying
@1397848283690 | OLTP Data Parser: 1 transactions in queue
@1397848283716 | Transaction 171: Verified => $3208.667778788142 from MetLife:19 to ???????????? ????????:71
@1397848283742 | Transaction 189: Verified => $6080.185677598419 from Capitol One:12 to ???????????? ????????:57
@1397848283768 | Transaction 196: Verified => $8863.771425995474 from Capitol One:4 to ???????????? ????????:87
@1397848283794 | Transaction 212: Verified => $9589.369208551236 from MetLife:4 to Capitol One:12
@1397848283819 | Worker 2: committing Transaction 221
@1397848283845 | Transaction 221: Verifying
@1397848283871 | OLTP Data Parser: 1 transactions in queue
@1397848283896 | Transaction 209: Verifying
@1397848283922 | Transaction 197: Verified => $2452.117125885307 from Capitol One:13 to Wells Fargo:40
@1397848283948 | Transaction 189: Verifying
@1397848283974 | Transaction 212: Verifying
@1397848284000 | Transaction 194: Verified => $405.76748458962084 from Citi:11 to ???????????? ????????:80
@1397848284026 | Worker 69: committing Transaction 222
@1397848284052 | Transaction 222: Verifying
@1397848284078 | OLTP Data Parser: 1 transactions in queue
@1397848284104 | Transaction 200: Verified => $1812.7659739898827 from Chase:26 to Zion's Bank:7
@1397848284130 | Transaction 197: Verifying
@1397848284156 | Transaction 194: Verifying
@1397848284181 | Worker 64: committing Transaction 223
@1397848284207 | Transaction 223: Verifying
@1397848284233 | OLTP Data Parser: 1 transactions in queue
@1397848284259 | Transaction 200: Verifying
@1397848284285 | Transaction 177: Verified => $3187.7853264950872 from ???????????? ????????:60 to Capitol One:6
@1397848284312 | Transaction 178: Verified => $5725.355320904892 from Wells Fargo:36 to Capitol One:19
@1397848284338 | Transaction 208: Verified => $7764.924799690458 from Citi:26 to Chase:33
@1397848284364 | Transaction 187: Verified => $1915.7974381656807 from Wells Fargo:35 to Wells Fargo:44
@1397848284391 | Worker 9: committing Transaction 224
@1397848284417 | Transaction 224: Verifying
@1397848284442 | OLTP Data Parser: 1 transactions in queue
@1397848284469 | Transaction 206: Verified => $8908.282037687948 from Chase:25 to MetLife:31
@1397848284495 | Transaction 164: Verified => $5648.613444104575 from MetLife:21 to ???????????? ????????:79
@1397848284521 | Transaction 193: Verified => $5774.034517931795 from Chase:15 to Chase:4
@1397848284547 | Transaction 186: Verified => $6235.511588233658 from Chase:25 to Citi:17
@1397848284573 | Worker 99: committing Transaction 225
@1397848284600 | Transaction 225: Verifying
@1397848284626 | OLTP Data Parser: 1 transactions in queue
@1397848284653 | Transaction 206: Verifying
@1397848284679 | Transaction 208: Verifying
@1397848284705 | Worker 51: committing Transaction 226
@1397848284732 | Transaction 226: Verifying
@1397848284758 | OLTP Data Parser: 1 transactions in queue
@1397848284785 | Transaction 185: Verified => $4263.950975616692 from Chase:34 to ???????????? ????????:61
@1397848284811 | Transaction 193: Verifying
@1397848284839 | Transaction 205: Verified => $5197.70264411647 from Chase:3 to Wells Fargo:10
@1397848284865 | Transaction 179: Verified => $7528.417764987758 from ???????????? ????????:39 to Chase:16
